extreme_rf_points,extreme_rf_points_dec
[0.00119977 0.04369016 1.         1.        ],"[0.00029501 0.00019746 0.0001     0.00019746 0.00029501 0.00019755
 0.0001     0.0001     0.00019746 0.00019755 0.0001     0.00019746
 0.0001     0.0001     0.0001     0.00019755 0.0001     0.0001
 0.00019746 0.0001     0.00019746 0.00019746 0.00019746 0.00019746
 0.00019755 0.0001     0.00019746 0.00019746 0.00019755 0.00029501
 0.00019746 0.0001     0.0001     0.00019746 0.0001     0.00019746
 0.0001     0.0001     0.00019755 0.0001     0.0001     0.00019755
 0.00019755 0.0001     0.00019755 0.00019746 0.00019755 0.00019746
 0.00019746 0.00019746 0.00029501 0.00019755 0.0001     0.0001
 0.00019746 0.00019746 0.0001     0.0001     0.0001     0.00019746
 0.00029501 0.00019746 0.0001     0.0001     0.0001     0.0001
 0.0001     0.00019755 0.0001     0.0001     0.0001     0.00019746
 0.0001     0.00019746 0.00019746 0.00019746 0.00019755 0.00019746
 0.00019746 0.0001     0.0001     0.0001     0.0001     0.00029501
 0.0001     0.0001     0.0001     0.00019746 0.00029501 0.0001
 0.00019746 0.0001     0.0001     0.0001     0.0001     0.00019755
 0.0001     0.0001     0.0001     0.00019746]"
[0.00130637 0.06759194 1.         1.        ],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[8.31840113e-04 3.73163983e-02 1.00000000e+00 1.00000000e+00],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[0.0010715  0.10164882 1.         1.        ],"[0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.00019752 0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.00019752 0.0001     0.0001     0.0001     0.00019752
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.00019752 0.0001     0.00019752 0.0001     0.00019752 0.0001
 0.00019752 0.0001     0.0001     0.00019752 0.00019752 0.00019752
 0.00019752 0.0001     0.0001     0.00019752 0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.00019752 0.00019752 0.00019752
 0.0001     0.0001     0.0001     0.00019752 0.00019752 0.00019752
 0.0001     0.0001     0.00019752 0.0001     0.0001     0.00019752
 0.0001     0.0001     0.0001     0.0001     0.0001     0.00019752
 0.00019752 0.0001     0.0001     0.0001     0.0001     0.00019752
 0.00019752 0.00019752 0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.00019752 0.0001     0.0001     0.00019752 0.00019752 0.0001
 0.0001     0.00019752 0.0001     0.00019752]"
[0.00138784 0.19392866 1.         1.        ],"[0.00019755 0.0001     0.00019755 0.00019755 0.00019755 0.00019755
 0.0001     0.0001     0.00019755 0.00019755 0.00019755 0.0001
 0.00019755 0.0001     0.0001     0.00019755 0.00019755 0.00019755
 0.0001     0.00019755 0.0001     0.0001     0.00019755 0.00019755
 0.0001     0.0001     0.0001     0.00019755 0.00019755 0.00019755
 0.0001     0.00019755 0.00019755 0.00019755 0.00019755 0.00019755
 0.00019755 0.00019755 0.00019755 0.00019755 0.0001     0.0001
 0.00019755 0.00019755 0.00019755 0.0001     0.00019755 0.0001
 0.0001     0.00019755 0.0001     0.00019755 0.0001     0.00019755
 0.00019755 0.00019755 0.0001     0.00019755 0.00019755 0.00019755
 0.0001     0.00019755 0.00019755 0.0001     0.00019755 0.0001
 0.00019755 0.00019755 0.0001     0.0001     0.0001     0.0001
 0.00019755 0.0001     0.00019755 0.00019755 0.00019755 0.0001
 0.00019755 0.00019755 0.00019755 0.0001     0.00019755 0.00019755
 0.0001     0.00019755 0.0001     0.00019755 0.00019755 0.00019755
 0.00019755 0.00019755 0.0001     0.00019755 0.00019755 0.00019755
 0.00019755 0.0001     0.0001     0.0001    ]"
[7.16487301e-04 9.43474586e+00 1.00000000e+00 2.00400000e-01],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[6.57815639e-04 8.36404419e+00 1.00000000e+00 6.14600000e-01],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[7.21619267e-04 1.17709666e-01 1.00000000e+00 1.00000000e+00],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[0.00125156 0.10600452 1.         1.        ],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[6.88881527e-04 1.64902895e-01 1.00000000e+00 1.00000000e+00],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[0.00216893 0.09303249 1.         1.        ],"[0.00020088 0.00030659 0.00029082 0.00019343 0.00012427 0.00039067
 0.00019964 0.00010716 0.00018599 0.00017569 0.00019315 0.00018312
 0.0001816  0.00018887 0.00018881 0.00028381 0.00018992 0.00027991
 0.00029316 0.00010492 0.00010024 0.00028332 0.00027551 0.00029188
 0.0001896  0.00019485 0.00010474 0.00010536 0.00028129 0.00017054
 0.00019718 0.00019547 0.00020101 0.00018459 0.00019535 0.00018992
 0.00019829 0.00029323 0.00018832 0.00018328 0.00010482 0.00027676
 0.00018981 0.0003817  0.0001026  0.0001906  0.0001038  0.00010049
 0.00028046 0.0001888  0.00028705 0.00019963 0.00019757 0.00038329
 0.00019718 0.00019808 0.00029071 0.00018898 0.00019411 0.00010543
 0.00019326 0.00015619 0.0001889  0.00028635 0.00018574 0.00027849
 0.00018018 0.00018558 0.00010209 0.00020313 0.00011064 0.00019306
 0.00019419 0.00028201 0.00018905 0.00018566 0.0001323  0.00010926
 0.00019034 0.00029341 0.0002797  0.00010334 0.00028485 0.00019211
 0.00010792 0.00037179 0.0003922  0.00020061 0.00019643 0.00029307
 0.00019174 0.00027976 0.00028952 0.00029367 0.00010023 0.00019262
 0.00028102 0.00018778 0.00018715 0.0001967 ]"
[0.00221793 0.06942505 1.         1.        ],"[0.00036582 0.00032036 0.00033328 0.00026417 0.00035593 0.00028473
 0.00015031 0.00028081 0.00026097 0.00015157 0.00022404 0.00021955
 0.00029493 0.00037292 0.00035895 0.00025761 0.00022379 0.0003131
 0.00017184 0.00029229 0.00027968 0.00022539 0.00022648 0.00023176
 0.00022455 0.00024456 0.00017305 0.0002795  0.00028443 0.00028325
 0.00036045 0.00032879 0.00031216 0.00021917 0.00023409 0.00015733
 0.00023036 0.00019544 0.00024928 0.00038935 0.0002293  0.00019845
 0.00021954 0.00019572 0.00027749 0.00026931 0.00031992 0.00023478
 0.00021494 0.00030736 0.00026209 0.00024935 0.00025455 0.00020477
 0.00034726 0.00023916 0.00015997 0.00020419 0.00017496 0.00017791
 0.00021912 0.00031391 0.00032865 0.00016728 0.00028512 0.00030703
 0.00022242 0.00023292 0.00024841 0.00028614 0.00031759 0.0002135
 0.00027898 0.00028831 0.0002874  0.00015897 0.0002585  0.00023475
 0.00020907 0.000291   0.00021536 0.00021465 0.00020042 0.0002852
 0.00025391 0.0001615  0.00027969 0.00022008 0.00027883 0.00025805
 0.00019892 0.0002637  0.00023964 0.00021566 0.00032443 0.00017141
 0.00021121 0.00023208 0.00022263 0.00028571]"
[3.55804780e-03 6.82697804e+00 1.00000000e+00 7.28000000e-02],"[0.00019756 0.00039238 0.00029502 0.00019756 0.00029502 0.00019756
 0.00019756 0.00039238 0.00029502 0.00039238 0.00039238 0.00019756
 0.00029502 0.00029492 0.00029502 0.00029492 0.00029502 0.00019756
 0.00019756 0.00019756 0.00029502 0.00019756 0.00019756 0.00029502
 0.00029474 0.00019756 0.00029492 0.00029502 0.00019756 0.00019756
 0.00029502 0.00029502 0.00029502 0.00019756 0.00029492 0.00019756
 0.00019756 0.00029502 0.00019756 0.00019756 0.00019756 0.00029492
 0.00029502 0.00029502 0.00019756 0.00039238 0.00039238 0.00039238
 0.00029492 0.00029502 0.00019756 0.00029492 0.00019756 0.00029502
 0.00029502 0.00019756 0.00029502 0.00029502 0.00039238 0.00029502
 0.00029502 0.00029502 0.00019756 0.00019756 0.00019756 0.00029502
 0.00039238 0.00029502 0.00029492 0.00019756 0.00029492 0.00019756
 0.00019756 0.00029492 0.00019756 0.00029502 0.00019756 0.00029502
 0.00019756 0.00019756 0.00019756 0.00019756 0.00019756 0.00019756
 0.00029502 0.00029492 0.00019756 0.00019756 0.00019756 0.00029502
 0.00019756 0.00029474 0.00019756 0.00019756 0.00029502 0.00029492
 0.00019756 0.00029502 0.00039238 0.00029502]"
[0.0035982  0.07157666 1.         1.        ],"[0.00039238 0.00029483 0.00039238 0.00039238 0.00029483 0.00039238
 0.00029483 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238
 0.00039238 0.00029502 0.00039238 0.00039238 0.00039238 0.00039238
 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238 0.00029483
 0.00039238 0.00029502 0.00039238 0.00039238 0.00039238 0.00029483
 0.00029483 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238
 0.00039238 0.00019746 0.00029492 0.00029483 0.00029483 0.00029483
 0.00039238 0.00029483 0.00039238 0.00029483 0.00029483 0.00029483
 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238 0.00029483
 0.00039238 0.00029502 0.00029502 0.00039238 0.00029502 0.00039238
 0.00029502 0.00029492 0.00039238 0.00039238 0.00029483 0.00039238
 0.00039238 0.00029483 0.00039238 0.00029483 0.00029483 0.00029483
 0.00029502 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238
 0.00039238 0.00039238 0.00019737 0.00029483 0.00029492 0.00039238
 0.00029502 0.00039238 0.00039238 0.00029483 0.00039238 0.00029483
 0.00039238 0.00039238 0.00019746 0.00039238 0.00019746 0.00039238
 0.00039238 0.00039238 0.00029483 0.00039238]"
[4.31270404e-03 1.03225375e+01 1.00000000e+00 5.01000000e-02],"[0.00048946 0.00039209 0.00039209 0.00029463 0.00039209 0.00029501
 0.00048946 0.00029501 0.00039209 0.00019708 0.00039209 0.00048936
 0.00019708 0.00039209 0.00029463 0.00039209 0.00039209 0.00044137
 0.00048926 0.00058653 0.00039209 0.00019708 0.0001     0.00058653
 0.00058653 0.00029482 0.00019755 0.00019708 0.0002569  0.00029463
 0.00039209 0.00039218 0.00019708 0.00041163 0.00046593 0.00039209
 0.00019708 0.00058653 0.00029463 0.00058653 0.00048926 0.00039209
 0.00039209 0.00019708 0.00029463 0.00029463 0.00058653 0.00039209
 0.00029463 0.000392   0.00048926 0.00039209 0.00039209 0.00029463
 0.00029463 0.00039209 0.00048926 0.00039209 0.00048944 0.00037491
 0.00039209 0.00039209 0.000486   0.00058653 0.00019708 0.00029463
 0.00029463 0.00029463 0.00058653 0.00039209 0.00029463 0.0003918
 0.00039209 0.00039209 0.00048907 0.00039209 0.00019708 0.00019708
 0.00048917 0.0003918  0.00029463 0.00039209 0.00029463 0.00039209
 0.0001     0.00039209 0.00019708 0.00058653 0.00029463 0.00029463
 0.00029463 0.00048946 0.00039209 0.00022157 0.00029501 0.00029463
 0.00019717 0.00029425 0.00039209 0.00029463]"
[0.00562405 0.04342748 1.         1.        ],"[0.00027925 0.00049565 0.00049837 0.00029407 0.00012749 0.00021506
 0.00061672 0.00040413 0.00045637 0.00050105 0.00030237 0.00035736
 0.00037976 0.0003882  0.0005155  0.00037128 0.00037075 0.00031239
 0.00030462 0.00021105 0.00030995 0.00023641 0.00039244 0.00043979
 0.00039755 0.00039692 0.00021622 0.00021641 0.00030944 0.00033773
 0.00041721 0.00021061 0.00019315 0.00020475 0.00026699 0.00040482
 0.00032968 0.00022478 0.00033566 0.00045985 0.00031227 0.00029929
 0.00044939 0.0002208  0.00031914 0.00047235 0.00042391 0.000123
 0.00042141 0.00044268 0.00030172 0.00030124 0.00048618 0.00039364
 0.00048384 0.00062035 0.00022045 0.00038391 0.00030165 0.00027084
 0.00048947 0.00022689 0.00039538 0.00021602 0.00042311 0.0001961
 0.00027912 0.0002208  0.00032589 0.00046385 0.00049147 0.00030113
 0.00012094 0.00030073 0.00054914 0.00024886 0.0003907  0.00013755
 0.00038645 0.00023554 0.00031671 0.0002263  0.00045148 0.00030678
 0.00046054 0.00021204 0.00020373 0.00053837 0.00039982 0.00012368
 0.00021502 0.0004583  0.00028503 0.00038806 0.00032479 0.00029913
 0.00019415 0.00036073 0.00027719 0.00040713]"
[6.69350883e-04 9.24898725e+00 1.00000000e+00 8.16000000e-02],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[0.00289083 0.06919421 1.         1.        ],"[0.00039238 0.00019746 0.00039238 0.00039238 0.00019746 0.00039238
 0.00019746 0.00039238 0.00019746 0.00039238 0.00039238 0.00039238
 0.00039238 0.00019746 0.00039238 0.00039238 0.00019746 0.00039238
 0.00039238 0.00039238 0.00019746 0.00039238 0.00039238 0.00039238
 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238 0.00019746
 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238 0.00029483
 0.00039238 0.00019746 0.00019746 0.00039238 0.00039238 0.00039238
 0.00019746 0.00019746 0.00039238 0.00039238 0.00039238 0.00019746
 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238
 0.00039238 0.00039238 0.00039238 0.00019746 0.00039238 0.00039238
 0.00039238 0.00039238 0.00039238 0.00038338 0.00039238 0.00019746
 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238
 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238
 0.00039238 0.00019746 0.00039238 0.00029483 0.00039238 0.00039238
 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238 0.00039238
 0.00039238 0.00039238 0.00039238 0.00019746 0.00039238 0.00039238
 0.00039238 0.00019746 0.00029483 0.00039238]"
[2.39376021e-03 5.75110574e+00 1.00000000e+00 8.44000000e-02],"[0.00019756 0.00039237 0.00039237 0.00029723 0.000295   0.00039237
 0.00039237 0.00039237 0.00019756 0.00039237 0.00019756 0.00039237
 0.00039237 0.000295   0.00019756 0.00029492 0.00039237 0.00039237
 0.00039237 0.00019756 0.0001     0.00039237 0.00019756 0.00019736
 0.00039237 0.00039237 0.00039237 0.00029492 0.00019756 0.00039237
 0.00019756 0.00039237 0.00034284 0.00039237 0.00019756 0.00039237
 0.00019756 0.00019736 0.00039237 0.00039237 0.00039237 0.00029492
 0.00028397 0.00039237 0.00039237 0.00039237 0.00039237 0.00039237
 0.00019756 0.00039237 0.00039237 0.00039237 0.00039237 0.00019756
 0.00039237 0.00019756 0.00019756 0.00039237 0.00039237 0.00019756
 0.00019756 0.0001     0.00039237 0.00029492 0.0001     0.000295
 0.00039237 0.00039237 0.00029492 0.00029492 0.00031435 0.00032201
 0.00019756 0.0001     0.00039237 0.00039237 0.00019756 0.00039237
 0.00019756 0.00029492 0.000295   0.00039237 0.00019756 0.00029492
 0.000295   0.00039237 0.00019756 0.00019756 0.00039237 0.00019736
 0.0001     0.00029492 0.00039237 0.000295   0.00039237 0.00029492
 0.00019756 0.00019756 0.00039237 0.00019756]"
[8.71611007e-04 2.16269494e-01 1.00000000e+00 1.00000000e+00],"[0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001
 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001 0.0001]"
[0.00384265 0.13357888 1.         1.        ],"[0.0005591  0.00062989 0.00047512 0.00030674 0.00048363 0.00063266
 0.00068942 0.00056674 0.00079844 0.00045199 0.00070434 0.00069052
 0.00091709 0.00058799 0.00062044 0.00051975 0.00064472 0.00055362
 0.00061133 0.00072107 0.00068792 0.00064538 0.00079583 0.00046729
 0.00084156 0.00066406 0.00063979 0.00045999 0.00070715 0.00064961
 0.00051247 0.00107901 0.00053028 0.0004916  0.00045492 0.00070515
 0.00076301 0.00082124 0.00049704 0.00059505 0.00065856 0.00046591
 0.00046117 0.00056452 0.00052942 0.00039536 0.00091893 0.00058245
 0.00062939 0.0004822  0.00069813 0.00071669 0.00036037 0.00045099
 0.00062944 0.0003091  0.00042281 0.00066121 0.00051378 0.00069812
 0.00063904 0.00043274 0.00059001 0.00043091 0.00056957 0.00045084
 0.00071871 0.00076093 0.00063431 0.00062284 0.00075893 0.00060712
 0.00041857 0.00050276 0.00073329 0.00065486 0.00064862 0.00068983
 0.00062918 0.00073406 0.00058161 0.00050855 0.00058351 0.00042921
 0.00045568 0.00049519 0.00028727 0.00043175 0.00066137 0.00062475
 0.0006814  0.00044869 0.00054331 0.00080348 0.00043013 0.0004272
 0.00076044 0.00046176 0.00062892 0.00065956]"
[0.00355094 0.06527483 1.         1.        ],"[0.00029289 0.00019819 0.00029358 0.00029283 0.00029352 0.00029285
 0.0002928  0.00020029 0.00029169 0.00019795 0.00039105 0.00020152
 0.00029452 0.00029567 0.00029473 0.00019774 0.00020206 0.00019761
 0.00029469 0.0002942  0.00019853 0.00029604 0.00029395 0.00020478
 0.00019949 0.00029451 0.00029413 0.0002916  0.00029231 0.00020044
 0.00029389 0.00029991 0.00019877 0.0003888  0.00029993 0.00039225
 0.00029969 0.00039051 0.00019814 0.00029542 0.00020192 0.00029339
 0.0001993  0.00039105 0.00039148 0.00029408 0.00029321 0.00019992
 0.00029366 0.00029538 0.00029092 0.00029323 0.00019897 0.00029129
 0.00039086 0.00029355 0.00029461 0.00029449 0.00020001 0.00029102
 0.00020044 0.00020032 0.00019832 0.0001979  0.00039229 0.00029836
 0.0001982  0.0003888  0.0002     0.00020021 0.00029688 0.00029615
 0.00029777 0.00039099 0.00029634 0.00029346 0.00019913 0.00029422
 0.00039028 0.00039093 0.0003915  0.00029222 0.00020048 0.00019771
 0.00019861 0.00029426 0.00029465 0.0003898  0.00019977 0.0003906
 0.00019846 0.00019901 0.0001999  0.00039195 0.00019964 0.00038913
 0.00038975 0.00019918 0.00020069 0.00029371]"
[6.11954424e-04 3.68287673e-02 1.00000000e+00 1.00000000e+00],"[0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.00019748 0.00019748 0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.00019748 0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.00019748 0.0001     0.00019748 0.0001     0.0001     0.0001
 0.00019748 0.00019748 0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.00019748 0.0001     0.00019748
 0.0001     0.0001     0.0001     0.0001    ]"
