U in s5,Po  in s5,In  in s5,Re  in s5,group,decisions,goals
1.4341432828567124,2.273141379119978,0.5656565656565656,0.07,20,"[0.09986034 0.0998911  0.09999287 0.09955911 0.09922966 0.09926232
 0.09981904 0.09986329 0.0999652  0.09973668 0.09939874 0.09992954
 0.09935336 0.09898788 0.09985616 0.09940291 0.09925364 0.09947953
 0.09984501 0.0037074  0.09893995 0.09949782 0.07029556 0.09912215
 0.09978059 0.09874229 0.09884135 0.09951339 0.00385839 0.0488799
 0.09817999 0.09832352 0.0987624  0.09903831 0.09929389 0.09799289
 0.09988702 0.09939476 0.00206003 0.09972398 0.09923267 0.09891711
 0.0865787  0.09965825 0.00362307 0.00366503 0.09902602 0.09980124
 0.00257887 0.09931311 0.09940997 0.00323668 0.00288828 0.09511308
 0.0984579  0.07413792 0.09894105 0.07664977 0.00283723 0.09884664
 0.09878265 0.09921321 0.04936344 0.09943597 0.09252385 0.00217579
 0.09873313 0.09846638 0.08305391 0.09089327 0.09924729 0.09881436
 0.09915641 0.09585625 0.03193299 0.00356279 0.09818554 0.06443263
 0.00327911 0.09930185 0.04391769 0.09770807 0.00318751 0.03081399
 0.08736148 0.09867713 0.00347367 0.00264417 0.05741494 0.09893365
 0.00309035 0.00264006 0.06437653 0.00287823 0.00239348 0.09907269
 0.09985402 0.09867363 0.09941376 0.00082494]",[[-3.35913426 10.10465116 -0.42093023 -0.65534884]]
0.0018077925481301126,0.055425642767501206,1.0,1.0000000000000007,21,"[0.0001     0.0001     0.00014898 0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.00011462 0.0001     0.00012434 0.0001
 0.0001     0.0001     0.00013007 0.0001     0.0001     0.0001
 0.0001     0.00012186 0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.00012106 0.0001     0.0001
 0.0001     0.0001188  0.0001     0.0001412  0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.00012063 0.0001     0.0001     0.0001     0.00012147
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.00010537
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.00012381 0.0001     0.00010247 0.0001     0.0001     0.0001
 0.0001     0.00012662 0.0001     0.0001     0.0001     0.00012065
 0.0001     0.0001326  0.00011715 0.0001    ]",[[-2.89168481 -1.66666667 -0.55714286 -3.22857143]]
1.198671087546677,2.2745555867236815,0.5252525252525253,0.07,22,"[1.00000000e-01 1.00000000e-01 1.00000000e-01 9.04551495e-02
 1.00000000e-01 9.40125305e-02 1.00000000e-01 1.00000000e-01
 1.00000000e-01 1.00000000e-01 9.47878260e-02 1.00000000e-01
 1.00000000e-01 1.00000000e-01 1.00000000e-01 1.00000000e-01
 4.36797831e-02 1.00000000e-01 1.00000000e-01 1.00000000e-01
 1.00000000e-01 1.00000000e-01 1.00000000e-01 1.00000000e-01
 1.00000000e-01 1.00000000e-01 4.83760543e-02 1.00000000e-01
 1.00000000e-01 1.00000000e-04 9.99873862e-02 9.99039196e-02
 1.36184505e-02 9.99299788e-02 9.17653582e-02 4.85795787e-03
 1.00000000e-01 1.00000000e-01 9.19650176e-02 1.36743289e-04
 1.00000000e-01 1.03327282e-04 8.72135024e-02 1.00000000e-04
 4.69547047e-02 1.13526533e-04 1.00000000e-04 4.03846278e-02
 1.15729085e-04 1.30077100e-04 1.31227025e-04 1.00000000e-01
 9.99858285e-02 1.00000000e-04 9.98781240e-02 3.62674132e-02
 9.99389118e-02 1.00000000e-04 1.00000000e-04 1.00000000e-01
 1.00000000e-04 1.00000000e-04 2.08095331e-04 1.00000000e-04
 1.00000000e-04 1.13540160e-04 9.99916727e-02 5.12180655e-02
 1.00000000e-01 1.00000000e-01 1.03515253e-04 9.99528551e-02
 1.00000000e-04 3.90718826e-03 1.00000000e-04 1.06917491e-04
 1.83401803e-02 1.00000000e-04 1.38545121e-04 1.00000000e-01
 1.00000000e-04 2.04570201e-02 1.00000000e-04 4.57259282e-02
 1.00000000e-04 1.00000000e-04 1.00000000e-04 9.83912137e-02
 9.99774397e-02 1.72040752e-02 1.00000000e-04 1.00000000e-01
 1.00000000e-04 1.00000000e-04 2.94920874e-04 1.18428310e-02
 6.11549582e-02 2.82892889e-04 3.90250392e-02 1.00000000e-04]",[[-14.45642407  -3.57142857  -0.41428571  -0.63047619]]
1.6061158747880933,2.2801752289116872,0.6363636363636364,0.06990000000000002,23,"[0.1        0.09981894 0.09995517 0.09996573 0.0999951  0.0998485
 0.09991101 0.09996037 0.0999853  0.09994195 0.09998605 0.09992093
 0.09986952 0.09992031 0.09995873 0.09912474 0.09976101 0.09994335
 0.09997536 0.09994292 0.08136991 0.09982849 0.09996116 0.09983732
 0.09355907 0.09992067 0.09981373 0.09968153 0.09978918 0.09991962
 0.09953777 0.05690778 0.09966817 0.09988157 0.09987784 0.09983226
 0.09814302 0.09995037 0.09990641 0.06591741 0.09982152 0.09946423
 0.09989668 0.09958668 0.09988026 0.09998604 0.06569503 0.09992757
 0.09978534 0.08757209 0.09992413 0.06479511 0.09981741 0.0997413
 0.07458478 0.09981675 0.09943311 0.09984507 0.04631163 0.09974258
 0.09923937 0.00110741 0.05026887 0.09982869 0.09986199 0.09991316
 0.09945931 0.07475998 0.02424422 0.09942902 0.0010068  0.09995485
 0.09162059 0.09922805 0.08405501 0.09965803 0.09986911 0.03106578
 0.02724899 0.09995485 0.02092643 0.07309716 0.07424265 0.09977631
 0.09993665 0.07686576 0.09997705 0.09953794 0.09731307 0.00702262
 0.09991416 0.09977739 0.09940035 0.06802192 0.09967649 0.06421935
 0.09970428 0.00027838 0.05556036 0.09991945]",[[-11.97826566  10.71428571  -0.81428571  -1.5752381 ]]
1.7253475781795473,2.2838461947828934,0.9494949494949495,0.06980000000000001,24,"[0.09999844 0.1        0.1        0.09999682 0.1        0.1
 0.09998727 0.1        0.1        0.1        0.1        0.1
 0.1        0.1        0.1        0.09997798 0.1        0.09993826
 0.1        0.1        0.09999644 0.09999799 0.09998279 0.1
 0.1        0.1        0.1        0.09999334 0.09999837 0.09998864
 0.1        0.09992434 0.1        0.1        0.1        0.0999666
 0.09989091 0.09999999 0.1        0.1        0.09996317 0.09998705
 0.09997122 0.1        0.1        0.09969477 0.1        0.09999776
 0.1        0.1        0.09999981 0.09993142 0.09993179 0.1
 0.09998126 0.09997762 0.09999294 0.09988642 0.09996934 0.1
 0.1        0.1        0.1        0.09994983 0.1        0.1
 0.0999502  0.09993545 0.09999284 0.1        0.1        0.09994033
 0.09995018 0.09996435 0.09999148 0.09994815 0.1        0.1
 0.07562627 0.08180044 0.1        0.09998958 0.1        0.1
 0.1        0.09849937 0.09999401 0.1        0.09999984 0.09996818
 0.09997218 0.1        0.1        0.06389344 0.09990866 0.09997714
 0.0999935  0.0627637  0.07706221 0.1       ]",[[-4.56245581  9.08139535 -0.96511628 -0.74651163]]
1.4759833613087074,2.2761368222715506,0.5959595959595959,0.07,25,"[0.1        0.1        0.09474727 0.1        0.1        0.09995456
 0.1        0.1        0.1        0.1        0.1        0.1
 0.1        0.08002968 0.1        0.1        0.1        0.09998842
 0.06054721 0.1        0.1        0.1        0.1        0.1
 0.02294063 0.0999983  0.1        0.1        0.09999664 0.09993591
 0.09997158 0.09999851 0.09214403 0.09999793 0.08012106 0.09627948
 0.01882191 0.09999864 0.09998475 0.09999849 0.1        0.0957364
 0.09999712 0.09999361 0.04385249 0.09999992 0.05835229 0.04112029
 0.1        0.0001     0.0529107  0.09999756 0.05398217 0.09989621
 0.09999975 0.07718372 0.09999991 0.0913354  0.01443184 0.03513679
 0.09997453 0.0111622  0.03745364 0.03761171 0.09989621 0.1
 0.02029712 0.02207986 0.09999861 0.07175926 0.09999261 0.07953732
 0.09989621 0.09989621 0.08961508 0.09999476 0.08028803 0.09990239
 0.09989621 0.03439806 0.04653477 0.0001     0.00019761 0.05572043
 0.04235238 0.09989661 0.08041886 0.09995752 0.07198461 0.00010566
 0.00019728 0.02214425 0.09990239 0.01169109 0.01920853 0.03454578
 0.01809324 0.09990152 0.09989621 0.07948121]",[[-4.963563    3.96511628 -0.49069767 -1.20232558]]
0.0019152607650910934,0.05575902542479295,1.0,1.0000000000000007,26,"[0.00013794 0.0001     0.0001     0.0001     0.00012749 0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.00015202
 0.00012656 0.00013302 0.0001     0.0001     0.0001     0.0001
 0.0001373  0.00015846 0.0001     0.0001     0.00012277 0.0001
 0.00016866 0.0001     0.0001     0.00010083 0.0001     0.0001
 0.0001     0.0001     0.00010006 0.0001     0.00013017 0.0001
 0.0001     0.0001     0.00012671 0.0001     0.0001     0.00011467
 0.00012686 0.0001     0.0001     0.0001     0.0001     0.00011118
 0.0001     0.00012272 0.0001     0.0001     0.0001     0.00015131
 0.00014511 0.0001     0.0001     0.00011494 0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.00010798
 0.00014115 0.00013292 0.0001     0.0001     0.00014823 0.00012668
 0.0001     0.0001     0.0001     0.0001     0.0001287  0.0001
 0.00014148 0.0001     0.0001     0.0001     0.00011934 0.0001
 0.00017186 0.0001     0.0001     0.0001     0.0001     0.0001
 0.0001     0.0001     0.0001     0.0001     0.00013785 0.0001
 0.00012973 0.0001     0.0001     0.0001005 ]",[[-2.06563201  4.04761905 -0.92857143 -2.28380952]]
1.7108723652932354,2.283639690247189,0.9393939393939394,0.06980000000000001,27,"[0.1        0.1        0.1        0.1        0.1        0.1
 0.1        0.09999203 0.1        0.1        0.1        0.1
 0.0999443  0.1        0.1        0.09996753 0.1        0.1
 0.1        0.1        0.1        0.1        0.1        0.1
 0.1        0.1        0.09997767 0.1        0.1        0.1
 0.1        0.1        0.1        0.1        0.09208089 0.09998469
 0.1        0.1        0.1        0.1        0.09984142 0.1
 0.1        0.09978813 0.1        0.1        0.09150415 0.1
 0.1        0.1        0.09999862 0.1        0.1        0.09985129
 0.1        0.1        0.1        0.09996749 0.1        0.09745806
 0.1        0.1        0.1        0.1        0.1        0.1
 0.1        0.1        0.1        0.0999412  0.1        0.1
 0.1        0.1        0.09990501 0.02471761 0.1        0.08551536
 0.1        0.1        0.1        0.1        0.1        0.1
 0.09997508 0.09999887 0.1        0.00056961 0.1        0.1
 0.02779496 0.08719526 0.09520554 0.1        0.1        0.1
 0.1        0.1        0.09999982 0.09999135]",[[-7.2365037   1.83333333 -0.96666667 -0.58444444]]
1.2056436636780354,2.265278171549531,0.45454545454545453,0.07,28,"[0.09882655 0.09945875 0.09972428 0.09985471 0.09996775 0.09807301
 0.09893458 0.09927175 0.09829375 0.09984408 0.09944184 0.09925114
 0.09830102 0.09814642 0.09953431 0.0992893  0.09975709 0.04249025
 0.09947472 0.09968064 0.00287898 0.07986467 0.09904567 0.09818651
 0.09853548 0.09853281 0.09952745 0.09905812 0.09490433 0.0033161
 0.04477444 0.08795795 0.05882833 0.09930877 0.09918871 0.00261533
 0.02483449 0.09869197 0.04184799 0.07369189 0.09806313 0.03896875
 0.02332533 0.09589037 0.01354967 0.09413125 0.05540278 0.00378968
 0.08742256 0.09794422 0.04480709 0.0009152  0.03159327 0.07053577
 0.00351473 0.01987948 0.00151922 0.01797683 0.04039651 0.0783804
 0.08216145 0.00925953 0.02432082 0.00259538 0.0970057  0.00193648
 0.06945727 0.09700342 0.00319377 0.04105042 0.09808603 0.01479556
 0.00234438 0.09759599 0.00122625 0.09753466 0.00139885 0.0013281
 0.00178412 0.00244287 0.04818327 0.01948946 0.00164568 0.00183256
 0.00192731 0.03689527 0.06620099 0.0468544  0.00115462 0.01265753
 0.00745735 0.05192541 0.00185757 0.00089561 0.07631443 0.00342492
 0.00121049 0.00082542 0.09728402 0.0005622 ]",[[-9.50010724 -4.52380952 -0.64285714 -1.81142857]]
0.002009984727450336,0.055698000020628614,1.0,1.0000000000000007,29,"[0.0001     0.0001     0.0001     0.0001021  0.0001     0.00010408
 0.0001     0.0001     0.0001     0.0001     0.00012754 0.00012059
 0.0001     0.00014455 0.0001     0.00017727 0.0001     0.0001
 0.0001     0.0001     0.00015482 0.00014029 0.0001     0.00018475
 0.0001     0.0001     0.0001107  0.00016803 0.00013277 0.0001
 0.00015753 0.0001     0.0001     0.0001     0.00013538 0.0001
 0.00014023 0.00013806 0.0001     0.0001     0.00016066 0.0001
 0.00016101 0.0001     0.00011377 0.0001     0.00013096 0.0001241
 0.0001     0.0001     0.00018994 0.0001     0.00010568 0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.00012628
 0.00016135 0.00015296 0.00012595 0.00017701 0.00012097 0.0001
 0.0001     0.0001     0.00011479 0.00010523 0.0001     0.0001
 0.00010984 0.0001     0.0001     0.0001     0.00013003 0.0001
 0.00015467 0.0001     0.00010724 0.0001     0.0001603  0.00010201
 0.00015174 0.0001     0.00014915 0.0001     0.0001     0.0001
 0.00015337 0.00015936 0.00019758 0.0001     0.0001     0.0001
 0.00012211 0.0001     0.00010198 0.0001    ]",[[-0.4135264  14.52380952 -0.67142857 -3.70095238]]
0.002244992078545345,0.05591353432754705,1.0,1.0000000000000007,30,"[0.0001     0.00014307 0.00012041 0.0001     0.00013234 0.00014307
 0.0001     0.00013556 0.00013457 0.00013606 0.00013641 0.00014307
 0.00014307 0.00013017 0.00014307 0.00014307 0.00013404 0.00011611
 0.00010116 0.00014307 0.00013157 0.00014189 0.00010862 0.00014307
 0.00014307 0.00014307 0.00014307 0.00013534 0.00013028 0.00013649
 0.00012637 0.00013054 0.00013978 0.00014307 0.00014307 0.00014307
 0.00010709 0.00014081 0.00013297 0.00013956 0.00014307 0.0001
 0.00010486 0.0001     0.0001     0.00010012 0.00011102 0.00013614
 0.0001     0.00012199 0.00014307 0.00014307 0.00010829 0.00014307
 0.00014307 0.00014307 0.00014307 0.00011635 0.00014307 0.00010771
 0.00014307 0.00014307 0.00012225 0.00014118 0.00013691 0.00014307
 0.00014307 0.00013444 0.00014307 0.00012592 0.00014307 0.00013459
 0.00014307 0.00014307 0.00012696 0.00012513 0.0001     0.00012175
 0.00014307 0.0001359  0.00014307 0.00013061 0.00014307 0.00011946
 0.00012152 0.0001258  0.00011075 0.0001     0.00011941 0.00012216
 0.00012141 0.0001424  0.0001     0.00014307 0.00011628 0.0001
 0.00014142 0.00014307 0.00010076 0.00013464]",[[-6.19589603  0.23809524 -0.52857143 -4.88190476]]
0.4423925859075402,0.47321514796746456,0.6565656565656566,0.9082000000000006,31,"[0.05278312 0.02355114 0.04948617 0.05278301 0.05079336 0.02985414
 0.02363742 0.04946846 0.02355114 0.04762275 0.04720261 0.04319781
 0.02046309 0.02068103 0.02052554 0.05286628 0.01637158 0.03033065
 0.01178192 0.05278306 0.0201332  0.04787241 0.02319698 0.00716002
 0.02530222 0.00677713 0.03237928 0.01838702 0.02808696 0.02145966
 0.01388682 0.01072706 0.01438507 0.01072646 0.00645705 0.03357435
 0.0149485  0.00961804 0.03237926 0.04278455 0.03526978 0.04675107
 0.02672387 0.01539176 0.02864039 0.02385776 0.02242137 0.00989343
 0.00520978 0.03734845 0.01319154 0.0415879  0.00084922 0.01678604
 0.00491962 0.0107002  0.03237922 0.00464116 0.04004541 0.00314602
 0.00323362 0.01151241 0.00323366 0.00314602 0.00992553 0.02355114
 0.01984178 0.02058449 0.01476615 0.03678297 0.01497479 0.00323365
 0.00308057 0.00768915 0.01126233 0.02057124 0.00151504 0.01001248
 0.00753479 0.03237928 0.00314602 0.00950884 0.03001366 0.0120841
 0.00722875 0.00314602 0.00314602 0.02950416 0.01283291 0.00746753
 0.03237923 0.00705603 0.00989095 0.02179824 0.00414908 0.01338262
 0.03246116 0.00308116 0.00314602 0.00308453]",[[-1.23957921 12.61904762 -0.44285714 -1.33904762]]
1.3275411540184943,2.280522277880783,0.494949494949495,0.0699,32,"[0.09958957 0.1        0.09973604 0.09970222 0.09989179 0.09981038
 0.1        0.09949131 0.09968332 0.09977585 0.1        0.0996786
 0.09950007 0.09972321 0.09985382 0.09988359 0.09979975 0.09982629
 0.09930191 0.04423161 0.09998328 0.09979488 0.07949619 0.09980208
 0.09969437 0.05990515 0.04366252 0.09988576 0.09969836 0.09971645
 0.09973852 0.09997517 0.09982126 0.09950264 0.09972089 0.09979966
 0.09988167 0.09971166 0.05879349 0.01011328 0.09995736 0.04661933
 0.0815355  0.09454189 0.01905241 0.01463597 0.09775288 0.00060954
 0.04775413 0.09469938 0.04255555 0.09982004 0.04500447 0.01781623
 0.07345171 0.00121461 0.06217448 0.00884205 0.04864366 0.00061216
 0.00087995 0.07746451 0.01136319 0.0003224  0.07353118 0.09285302
 0.0998402  0.04894965 0.00061152 0.00058984 0.06533432 0.09762742
 0.07762298 0.08139451 0.07843183 0.09956367 0.00391918 0.03509073
 0.0020256  0.02311538 0.01798932 0.02843416 0.09983525 0.00389485
 0.00081608 0.00468358 0.00098329 0.09990378 0.07205501 0.068414
 0.00080991 0.00053752 0.09966091 0.00053649 0.00056086 0.00050278
 0.02442687 0.00082699 0.07556582 0.00059131]",[[-12.04710339   4.44444444  -0.48333333  -4.31111111]]
0.002187080671175197,0.05562420635202838,1.0,1.0000000000000007,33,"[0.00012716 0.00012583 0.00011478 0.00012589 0.00011967 0.0001
 0.00013421 0.0001275  0.00014087 0.00010316 0.00014087 0.00012514
 0.0001376  0.00014087 0.00010786 0.00013432 0.00014087 0.00014087
 0.0001     0.00013664 0.00013643 0.0001294  0.00012662 0.00014087
 0.00012529 0.00014087 0.00012193 0.00013075 0.0001011  0.0001358
 0.00014087 0.00011774 0.0001     0.00014087 0.00012143 0.00014087
 0.00013551 0.0001145  0.00014087 0.00010942 0.00011767 0.00014087
 0.00013809 0.0001     0.00014087 0.0001     0.00012686 0.00012318
 0.00011099 0.00013384 0.00014087 0.00014087 0.00011219 0.00010865
 0.00013356 0.00014087 0.00013595 0.00013009 0.00013338 0.00014087
 0.0001     0.00013491 0.00014087 0.00010614 0.00012919 0.00010586
 0.00014087 0.00010372 0.0001     0.00012471 0.00014087 0.0001
 0.00014087 0.00010539 0.00012468 0.0001136  0.00012548 0.0001
 0.00014087 0.00012944 0.00014087 0.00010891 0.00010411 0.00013843
 0.0001     0.00013843 0.00014087 0.00011185 0.00012019 0.00014087
 0.00014087 0.00014087 0.00011689 0.00014087 0.00014087 0.00013955
 0.00010543 0.00014087 0.0001191  0.00013027]",[[-5.30100549 -1.11111111 -0.81666667 -4.58666667]]
1.5860707974004782,2.282943489675714,0.6464646464646465,0.0699,34,"[0.1        0.09990244 0.09990302 0.09990244 0.09990244 0.09990244
 0.09990244 0.09990244 0.09990244 0.09990244 0.1        0.1
 0.1        0.1        0.09990244 0.09990244 0.1        0.1
 0.09990244 0.09990244 0.09990244 0.09990244 0.09990244 0.09990244
 0.09990244 0.1        0.09990244 0.1        0.09990244 0.09520355
 0.09990244 0.09990244 0.1        0.09990244 0.09990244 0.09990244
 0.09990244 0.09460593 0.1        0.1        0.09990244 0.06959699
 0.09990244 0.09990244 0.09990244 0.09990244 0.09990244 0.09990244
 0.09990244 0.0001     0.09990244 0.09282701 0.09990244 0.08745395
 0.09990244 0.07845147 0.06970276 0.07817316 0.04065762 0.09990244
 0.09990244 0.1        0.0001     0.0001     0.09990244 0.0001
 0.1        0.01957    0.0001     0.04983884 0.09990244 0.09990244
 0.01084532 0.1        0.08780815 0.05133195 0.1        0.09990244
 0.07923547 0.06145634 0.09990244 0.0997175  0.0589227  0.09191498
 0.05274579 0.09990244 0.03970877 0.09990244 0.09990244 0.09990244
 0.03132006 0.1        0.07732392 0.04957179 0.09990244 0.07633965
 0.00258517 0.09990244 0.08272541 0.05997641]",[[-3.37354895 10.         -0.91666667 -1.28      ]]
1.6340532629642772,2.282844145968908,0.7878787878787878,0.07,35,"[0.09999918 0.09991919 0.09995234 0.09993745 0.1        0.09982665
 0.09996647 0.09946982 0.09945003 0.09993478 0.09995197 0.09956744
 0.09971469 0.09965702 0.09986593 0.09994409 0.09997115 0.0996656
 0.09974285 0.09979013 0.09961183 0.09952321 0.09988619 0.09971762
 0.09728161 0.09987152 0.09986215 0.09990011 0.09937482 0.099869
 0.09986324 0.09996159 0.09953137 0.09994467 0.09991666 0.09997147
 0.0995504  0.09998448 0.09972865 0.099776   0.09931607 0.09973379
 0.09910239 0.09921535 0.06044078 0.09972944 0.09971897 0.09888212
 0.09994896 0.09962933 0.09969289 0.09979748 0.08172874 0.09940962
 0.09942531 0.09975263 0.09844829 0.00238914 0.09880004 0.09223522
 0.09950183 0.05483238 0.08794553 0.09967315 0.05970533 0.05322191
 0.09965049 0.09401829 0.09921931 0.09995103 0.09985711 0.09964834
 0.09935944 0.0666478  0.09923579 0.09273367 0.07889786 0.09987842
 0.09968902 0.09921274 0.01263287 0.0488877  0.06870827 0.07392482
 0.06153401 0.09909425 0.09961217 0.08845486 0.09988563 0.00830031
 0.09971049 0.00195327 0.09556933 0.08044098 0.09838195 0.00199778
 0.09973839 0.03282085 0.02270305 0.01204742]",[[-13.01083166  13.33333333  -0.78333333  -1.00444444]]
1.7336837544198815,2.2838590482953673,1.0,0.06990000000000002,36,"[0.09997444 0.09994734 0.09994734 0.0999729  0.09996899 0.09992759
 0.09992891 0.09990181 0.09994734 0.09994734 0.09995803 0.09990181
 0.09992077 0.09997444 0.09997444 0.09998748 0.09990181 0.09997411
 0.09997444 0.09994734 0.09994848 0.09997444 0.09995702 0.09990181
 0.09991584 0.09996338 0.09994734 0.09989869 0.0999307  0.09992891
 0.09990181 0.09994363 0.09990511 0.09994734 0.09990181 0.09990181
 0.09990181 0.09994734 0.0999044  0.09994734 0.09992599 0.09992539
 0.09997444 0.09994734 0.09994734 0.09993569 0.09994734 0.0999729
 0.1        0.09991841 0.09991132 0.09990181 0.09990181 0.0999729
 0.09990181 0.09994738 0.0999078  0.09990972 0.09994734 0.09993321
 0.09992664 0.09990181 0.09994734 0.0999151  0.09990595 0.09990181
 0.09994734 0.09997103 0.09990181 0.09990181 0.0999729  0.09994734
 0.09996407 0.09991995 0.09994734 0.09990181 0.09990181 0.0999729
 0.09994734 0.0999346  0.09991409 0.09994734 0.09990181 0.09990181
 0.09996341 0.09994734 0.09990181 0.09993741 0.09994734 0.09990181
 0.09990181 0.09990181 0.09990181 0.09990181 0.09997308 0.09990031
 0.09990181 0.09990181 0.09994734 0.09996684]",[[-7.22846203 -4.44444444 -0.95       -2.38222222]]
1.6337542543804298,2.2832978272030844,0.7373737373737373,0.07,37,"[0.09996319 0.09941551 0.09991733 0.09996623 0.09998897 0.09992965
 0.1        0.09996534 0.1        0.09964109 0.09984503 0.09990827
 0.1        0.09966304 0.09994028 0.0997487  0.09992363 0.1
 0.09998258 0.09996779 0.1        0.09988617 0.09999968 0.09998137
 0.09995075 0.09994447 0.0999896  0.08865557 0.09945512 0.09996904
 0.09979866 0.09995699 0.09999607 0.09997575 0.09985951 0.09998965
 0.09986393 0.09956067 0.09962964 0.09999439 0.09962633 0.09972726
 0.09999376 0.09990633 0.09994925 0.05695199 0.09999859 0.09991471
 0.09980526 0.09999868 0.1        0.09517564 0.08463366 0.07736197
 0.09997898 0.09965763 0.09992089 0.09997642 0.08663205 0.09998951
 0.09972562 0.1        0.09983797 0.09994064 0.02183355 0.0800955
 0.0997393  0.09973137 0.09997365 0.00085336 0.09995907 0.09991143
 0.09990364 0.05195182 0.00641075 0.09711343 0.06186876 0.0999765
 0.04252022 0.06401649 0.0855449  0.05112134 0.07124119 0.08092853
 0.09060031 0.09977637 0.05942197 0.07540898 0.00116414 0.09991252
 0.05118222 0.02157501 0.09954411 0.09997658 0.09995395 0.04665134
 0.04525483 0.09618026 0.09976258 0.05478692]",[[-16.86574475   7.77777778  -0.55        -1.55555556]]
1.7145678073543051,2.2832372391013345,0.898989898989899,0.06970000000000001,38,"[0.09999964 0.09999318 0.0999028  0.09994612 0.09997501 0.09999963
 0.09999949 0.09999962 0.09999957 0.09995617 0.099866   0.09993972
 0.0999274  0.09985492 0.09985022 0.09994565 0.09990155 0.09982454
 0.09973946 0.09997462 0.09983396 0.09994789 0.099964   0.09991494
 0.09998976 0.09999963 0.09999955 0.09983339 0.09998983 0.09999955
 0.09993507 0.09998699 0.09994022 0.09992352 0.09991799 0.0999274
 0.09996597 0.09989365 0.09985771 0.09989916 0.09996533 0.09999958
 0.09988282 0.09991344 0.0999996  0.09983498 0.09994476 0.09554884
 0.09999961 0.09988409 0.09996574 0.09995133 0.09990246 0.09994793
 0.0999523  0.09997739 0.09974963 0.08370838 0.09999958 0.09999961
 0.0999232  0.09992615 0.08564926 0.09994811 0.09987256 0.06597349
 0.09986056 0.09993825 0.09999007 0.09992178 0.09999955 0.09983673
 0.0997929  0.07466215 0.0999127  0.09981467 0.0999996  0.09978351
 0.09999965 0.09999872 0.0999996  0.09996577 0.09999941 0.09986084
 0.06434515 0.09999954 0.09999965 0.09999956 0.09999974 0.06343792
 0.09991907 0.085735   0.09998515 0.06138991 0.09951918 0.09270483
 0.09984486 0.09997827 0.09999955 0.09985689]",[[-6.26473376 12.22222222 -0.61666667 -0.45333333]]
0.002078119098764616,0.05570995476098726,1.0,1.0000000000000007,39,"[0.0001     0.0001     0.0001     0.00018518 0.0001     0.00011027
 0.00011685 0.0001     0.0001     0.00019758 0.00012342 0.0001
 0.0001     0.00013489 0.0001     0.0001     0.00011239 0.0001
 0.0001     0.00011204 0.0001     0.00019758 0.0001     0.0001
 0.00014737 0.0001     0.00014116 0.0001     0.00015744 0.00019758
 0.0001     0.00013306 0.00012267 0.00015006 0.00011936 0.00011634
 0.0001     0.0001     0.00010415 0.00012073 0.00013334 0.0001
 0.0001     0.00011063 0.00019758 0.00013683 0.0001     0.0001
 0.00013074 0.00015417 0.0001     0.00010699 0.0001     0.0001
 0.0001     0.00015697 0.00014377 0.0001     0.0001     0.0001
 0.00018804 0.00010279 0.0001     0.0001141  0.0001505  0.0001
 0.0001     0.0001     0.0001     0.0001     0.0001     0.0001
 0.00014705 0.00010593 0.00011736 0.00013237 0.0001     0.00012795
 0.00013002 0.0001     0.00015284 0.00014224 0.00014378 0.0001
 0.0001     0.00012552 0.00017808 0.00014654 0.00014815 0.00019758
 0.0001     0.0001     0.00015508 0.0001     0.00012785 0.0001
 0.00010736 0.00015375 0.0001     0.0001    ]",[[-1.44609241 -2.22222222 -0.75       -2.93333333]]
